,1,66,433
,2,66,523
$[MBATHROOM],3,179,518
$[WBATHROOM],4,143,461
,5,139,970
,6,334,1150
308,7,371,1011
,8,778,1150
318,9,1078,1055
,10,1150,1150
324,11,1150,1057
,12,1475,1150
330,13,1475,1047
,14,1834,1218
,15,1958,1100
337,16,1940,1070
,17,2102,894
,18,2014,696
,19,2056,649
Interview Center,20,1712,606
